device,aspl_month,publish_date,title
CAMON 17 Pro,2021-12,2021-12-17 06:52:15,2021-12 Phone models with latest security patches
TECNO SPARK 7,2021-10,2021-10-18 01:21:38,2021-10 Phone models with latest security patches
CAMON 16,2021-09,2021-09-22 02:14:21,2021-09  Phone models with latest security patches
TECNO SPARK 7,2021-09,2021-09-22 02:14:21,2021-09  Phone models with latest security patches
TECNO POP 5,2021-09,2021-09-22 02:14:21,2021-09  Phone models with latest security patches
TECNO SPARK 4 Air，SPARK 5 Air，SPARK 6 Air，TECNO SPARK 7 Pro,2021-08,2021-08-17 06:34:43,2021-08 Phone models with latest security patches
TECNO CAMON 12 Air，CAMON 12，CAMON 16 S，CAMON 17,2021-08,2021-08-17 06:34:43,2021-08 Phone models with latest security patches
Pouvoir 4 Pro，POVA,2021-08,2021-08-17 06:34:43,2021-08 Phone models with latest security patches
CAMON 16,2021-07,2021-08-17 03:53:32,2021-07     Phone models with latest security patches
TECNO SPARK 7,2021-07,2021-08-17 03:53:32,2021-07     Phone models with latest security patches
"TECNO CAMON 15,CAMON 16 S,CAMON 17",2021-06,2021-08-17 03:53:18,2021-06 Phone models with latest security patches
"Pouvoir 4 Pro,POVA",2021-06,2021-08-17 03:53:18,2021-06 Phone models with latest security patches
"TECNO SPARK 7P,SPARK 6 GO,SPARK 5 Air",2021-06,2021-08-17 03:53:18,2021-06 Phone models with latest security patches
TECNO SPARK 8 P,2022-12,2022-12-15 11:24:30,2022-12 Phone models with latest security patches
TECNO POP 6 Pro,2022-11,2022-11-17 09:59:49,2022-11  Phone models with latest security patches
TECNO CAMON 19 Neo,2022-10,2022-11-07 09:45:28,2022-10  Phone models with latest security patches
TECNO POVA Neo,2022-09,2022-09-19 09:42:25,2022-09  Phone models with latest security patches
TECNO POVA 3,2022-09,2022-09-19 09:42:25,2022-09  Phone models with latest security patches
TECNO CAMON 19,2022-08,2022-08-15 09:27:31,2022-08  Phone models with latest security patches
TECNO SPARK Go 2022,2022-08,2022-08-15 09:27:31,2022-08  Phone models with latest security patches
TECNO POP 6 Go,2022-07,2022-07-25 14:12:08,2022-07  Phone models with latest security patches
TECNO POP 5 Pro,2022-07,2022-07-25 14:12:08,2022-07  Phone models with latest security patches
TECNO CAMON 18,2022-07,2022-07-25 14:12:08,2022-07  Phone models with latest security patches
TECNO SPARK 8C,2022-07,2022-07-25 14:12:08,2022-07  Phone models with latest security patches
TECNO R7+,2022-06,2022-06-27 01:36:21,2022-06 Phone models with latest security patches
TECNO POVA 2,2022-06,2022-06-27 01:36:21,2022-06 Phone models with latest security patches
TECNO SPARK 7,2022-05,2022-05-16 06:25:24,2022-05  Phone models with latest security patches
TECNO SPARK 8 Pro,2022-05,2022-05-16 06:25:24,2022-05  Phone models with latest security patches
TECNO SPARK Go 2022,2022-05,2022-05-16 06:25:24,2022-05  Phone models with latest security patches
TECNO CAMON 18P,2022-04,2022-04-24 09:26:08,2022-04  Phone models with latest security patches
TECNO SPARK 8T,2022-04,2022-04-24 09:26:08,2022-04  Phone models with latest security patches
TECNO POP 5,2022-04,2022-04-24 09:26:08,2022-04  Phone models with latest security patches
TECNO SPARK 8C,2022-04,2022-04-24 09:26:08,2022-04  Phone models with latest security patches
CAMON,2022-03,2022-03-21 09:26:43,2022-03 Phone models with latest security patches
POP 5 Pro,2022-03,2022-03-21 09:26:43,2022-03 Phone models with latest security patches
TECNO SPARK 8P,2022-02,2022-02-14 01:09:32,2022-02 Phone models with latest security patches
POVA Neo,2022-02,2022-02-14 01:09:32,2022-02 Phone models with latest security patches
"SPARK 6 Go,TECNO SPARK 7,TECNO SPARK 8,TECNO SPARK Go 2022",2022-01,2022-02-14 01:10:47,2022-01 Phone models with latest security patches
TECNO POP 5 LTE,2022-01,2022-02-14 01:10:47,2022-01 Phone models with latest security patches
TECNO POVA Neo 2 / TECNO POVA 3 / TECNO POVA 4 / TECNO POVA 5 Pro 5G / TECNO POVA Neo,2023-12,2023-12-05 10:04:30,2023-12 Phone models with latest security patches
TECNO POP 2F / TECNO POP 5 LTE / TECNO POP 6 / TECNO POP 6 Go / TECNO POP 6 Go 4G / TECNO POP 7,2023-12,2023-12-05 10:04:30,2023-12 Phone models with latest security patches
TECNO / TECNO CAMON 18P / TECNO CAMON 19 Neo / TECNO CAMON 20 / TECNO CAMON 20 Pro,2023-12,2023-12-05 10:04:30,2023-12 Phone models with latest security patches
TECNO SPARK 8C / TECNO SPARK 8T / TECNO SPARK 8 Pro / TECNO SPARK 9 / TECNO SPARK 10,2023-12,2023-12-05 10:04:30,2023-12 Phone models with latest security patches
TECNO SPARK 10C / TECNO SPARK 10 5G / TECNO SPARK 10 Pro / TECNO SPARK Go 2022,2023-12,2023-12-05 10:04:30,2023-12 Phone models with latest security patches
"TECNO POVA Neo, TECNO POVA Neo 2, TECNO POVA Neo 3, TECNO POVA 3",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO POVA 4, TECNO POVA 5",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO POP 2F, TECNO POP 5, TECNO POP 5 Pro, TECNO POVA 5 Pro 5G",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO POP 5 LTE, TECNO POP 6, TECNO POP 6 Pro, TECNO POP 6 Go,",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO POP 6 Go 4G, TECNO POP 7, TECNO POP 7 Pro",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO, TECNO CAMON, TECNO CAMON 18, TECNO CAMON 18P",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO CAMON 19, TECNO CAMON 19 Neo, TECNO CAMON 19 Pro,",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO CAMON 20, TECNO CAMON 20 Pro, TECNO CAMON 20 Pro 5G",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO SPARK 8, TECNO SPARK 8C, TECNO SPARK 8T, TECNO SPARK 8P",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO SPARK 8 Pro, TECNO SPARK 9T, TECNO SPARK 9 Pro, TECNO SPARK 10",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
"TECNO SPARK 10 Pro, TECNO SPARK 10C, TECNO SPARK 10 5G, TECNO SPARK Go 2022",2023-11,2023-11-06 15:29:21,2023-11 Phone models with latest security patches
PHANTOM V Fold,2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO POVA Neo, TECNO POVA Neo 2, TECNO POVA Neo 3",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO POP 2F, TECNO POP 5, TECNO POP 5 LTE, TECNO POP 6,",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO POP 6 Go, TECNO POP 6 Go 4G, TECNO POP 7",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO CAMON 18P, TECNO CAMON 19, TECNO CAMON 19 Pro,",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO CAMON 19 Neo, TECNO CAMON 20, TECNO CAMON 20 Pro",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO SPARK 7, TECNO SPARK 8C, TECNO SPARK 10,",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO SPARK 10 Pro, TECNO SPARK Go 2022",2023-10,2023-10-09 10:14:30,2023-10 Phone models with latest security patches
"TECNO POVA Neo, TECNO POVA Neo 2, TECNO POVA 3, TECNO POVA 4",2023-09,2023-09-13 10:10:37,2023-09 Phone models with latest security patches
"TECNO POP 5 Go, TECNO POP 5 Pro, TECNO POP 6 Pro, TECNO POP 7 Pro",2023-09,2023-09-13 10:10:37,2023-09 Phone models with latest security patches
"TECNO, TECNO CAMON, TECNO CAMON 18, TECNO CAMON 19 Pro",2023-09,2023-09-13 10:10:37,2023-09 Phone models with latest security patches
"TECNO SPARK 8, TECNO SPARK 8 Pro, TECNO SPARK 8C, TECNO SPARK 8P",2023-09,2023-09-13 10:10:37,2023-09 Phone models with latest security patches
"TECNO SPARK 9, TECNO SPARK 9T, TECNO SPARK 9 Pro, TECNO SPARK 10",2023-09,2023-09-13 10:10:37,2023-09 Phone models with latest security patches
"TECNO SPARK 10C, TECNO SPARK 10 5G, TECNO SPARK Go 2022",2023-09,2023-09-13 10:10:37,2023-09 Phone models with latest security patches
"TECNO POVA 3,  TECNO POVA 4,  TECNO POVA Neo",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO POP 2F, TECNO POP 5 Pro, TECNO POP 5 LTE, TECNO POP 6",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO POP 6 Go, TECNO POP 6 Go 4G, TECNO POP 7, TECNO POP 7 Pro",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO CAMON 18, TECNO CAMON 18P, TECNO CAMON 19",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO CAMON 20, TECNO CAMON 20 Pro 5G",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO SPARK 7, TECNO SPARK 8C, TECNO SPARK 8T, TECNO SPARK 9",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO SPARK 9 Pro, TECNO SPARK 10, TECNO SPARK 10C, TECNO SPARK 10 5G",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO SPARK 10 Pro, TECNO SAPRK GO 2021, TECNO SPARK Go 2022",2023-08,2023-08-30 16:29:40,2023-08 Phone models with latest security patches
"TECNO POVA 3,   TECNO POVA 4,   TECNO POVA Neo",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO POP 2F,   TECNO POP 5 Pro,   TECNO POP 5 LTE,   TECNO POP 6",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO POP 6 Go,  TECNO POP 6 Go 4G,   TECNO POP 7",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO CAMON 18,   TECNO CAMON 18P,   TECNO CAMON 19,   TECNO CAMON 20",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO SPARK 7,   TECNO SPARK 8T,   TECNO SPARK 8C,   TECNO SPARK 9",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO SPARK 9 Pro,   TECNO SPARK 10,   TECNO SPARK 10C,   TECNO SPARK 10 Pro",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO SPARK 10 5G,  TECNO SAPRK GO 2021,  TECNO SPARK Go 2022",2023-07,2023-08-02 09:43:47,2023-07 Phone models with latest security patches
"TECNO POP 5P,  TECNO POP 5 LTE,  TECNO POP 5 Go,  TECNO POP 7",2023-06,2023-07-03 14:51:21,2023-06 Phone models with latest security patches
"TECNO SPARK 7,  TECNO SPARK 8,  TECNO SPARK 8 Pro,  TECNO SPARK 8T",2023-06,2023-07-03 14:51:21,2023-06 Phone models with latest security patches
"TECNO SPARK 8P,  TECNO SPARK 8C,  TECNO SPARK 9T,  TECNO SPARK 10C",2023-06,2023-07-03 14:51:21,2023-06 Phone models with latest security patches
"TECNO SAPRK GO 2021,  TECNO SPARK Go 2022",2023-06,2023-07-03 14:51:21,2023-06 Phone models with latest security patches
"TECNO POVA Neo,  TECNO POVA Neo 2,  TECNO POVA 2,  TECNO POVA 3,  TECNO POVA 4",2023-06,2023-07-03 14:51:21,2023-06 Phone models with latest security patches
"TECNO CAMON 19 Pro,  TECNO CAMON 19 Neo,  TECNO CAMON 20 Pro",2023-06,2023-07-03 14:51:21,2023-06 Phone models with latest security patches
TECNO SPARK 8C，TECNO SPARK Go 2022,2023-05,2023-07-03 14:53:03,2023-05 Phone models with latest security patches
TECNO POP 6 Pro，TECNO POP 5 Pro，TECNO POP 5 LTE,2023-05,2023-07-03 14:53:03,2023-05 Phone models with latest security patches
TECNO SPARK 10 Pro,2023-04,2023-04-19 10:57:27,2023-04 Phone models with latest security patches
TECNO POP 5P,2023-03,2023-03-24 17:34:42,2023-03 Phone models with latest security patches
"TECNO POP 6 Go 4G，TECNO POP 6，TECNO POP 2F, TECNO POP 5 Go, TECNO POP 5 LTE",2023-02,2023-03-24 17:32:06,2023-02 Phone models with latest security patches
TECNO SPARK 9T，TECNO SPARK 9，TECNO SPARK 7T，TECNO SPARK 7P,2023-02,2023-03-24 17:32:06,2023-02 Phone models with latest security patches
TECNO CAMON 19 Pro,2023-02,2023-03-24 17:32:06,2023-02 Phone models with latest security patches
TECNO POVA 4,2023-02,2023-03-24 17:32:06,2023-02 Phone models with latest security patches
TECNO SPARK 9 Pro,2023-01,2023-01-29 09:44:14,2023-01 Phone models with latest security patches
TECNO,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POP 7 Pro,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POP 9,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POVA Neo 3,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POVA 5,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POVA 6,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POVA 6 Neo,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO POVA 6 Pro 5G,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO CAMON 20,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO CAMON 20 Pro 5G,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO CAMON 30,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO CAMON 30S,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO CAMON 30S Pro,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 10,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 10 Pro,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 20,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 20C,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 20 Pro+,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK 30C,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK Go 1,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO SPARK Go 2024,2024-12,2024-12-05 16:25:42,2024-12 Phone models with latest security patches
TECNO,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO POP 8,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO POP 9,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO POVA Neo 2,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO POVA 5 Pro 5G,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO CAMON 30,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK Go 1,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 10C,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 10 5G,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 20,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 20 Pro+,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 20C,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO SPARK 30C,2024-11,2024-11-06 15:37:19,2024-11 Phone models with latest security patches
TECNO,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POP 7,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POP 7 Pro,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA Neo 3,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA 4,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA 5,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA 5 Pro 5G,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA 6,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA 6 Neo,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POVA 6 Pro 5G,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO CAMON 20,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO CAMON 20 Pro 5G,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 10,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 10 5G,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 10 Pro,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 20,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 20C,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 20 Pro+,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK 20 Pro 5G,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO SPARK Go 2024,2024-10,2024-10-11 15:48:25,2024-10 Phone models with latest security patches
TECNO POP 7,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO POP 8,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO CAMON 30,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO SPARK 10C,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO SPARK 10 Pro,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO SPARK 20,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO SPARK 20C,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-09,2024-09-04 16:06:34,2024-09 Phone models with latest security patches
TECNO,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA Neo 2,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA 3,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA Neo 3,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA 4,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA 5,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA 5 Pro 5G,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA 6 Neo,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POP 6 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POP 7 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POP 8,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO CAMON 19 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO CAMON 19 Neo,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO CAMON 20,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO CAMON 20 Pro 5G,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO CAMON 30,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 9 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 10,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 10 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 10 5G,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 20 Pro+,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK 20C,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO SPARK Go 2024,2024-08,2024-08-05 14:13:06,2024-08 Phone models with latest security patches
TECNO POVA Neo 2,2024-07,2024-08-05 14:12:00,2024-07 Phone models with latest security patches
TECNO POVA 4,2024-07,2024-08-05 14:12:00,2024-07 Phone models with latest security patches
TECNO POVA 5,2024-07,2024-08-05 14:12:00,2024-07 Phone models with latest security patches
TECNO CAMON 19,2024-07,2024-08-05 14:12:00,2024-07 Phone models with latest security patches
TECNO,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POVA 3,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POVA Neo 3,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POP 6 Go 4G,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POP 6 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POP 7,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POP 7 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POP 8,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO CAMON 19 Neo,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO CAMON 19 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO CAMON 20,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO CAMON 20 Pro 5G,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 9,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 9T,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 9 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 10,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 10C,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 10 5G,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 10 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 20,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 20C,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO SPARK 20 Pro+,2024-06,2024-06-06 09:56:51,2024-06 Phone models with latest security patches
TECNO POVA Neo 2,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POVA 5,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POVA 5 Pro 5G,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POVA 6 Pro 5G,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POP 5 Pro,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POP 6 Go,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POP 6 Pro,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POP 7,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POP 7 Pro,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POP 8,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO CAMON 19,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO CAMON 20,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO CAMON 20 Pro,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO CAMON 20 Pro 5G,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 9,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 10,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 10C,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 10 Pro,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 20,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 20C,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK 20 Pro,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO SPARK Go 2024,2024-05,2024-05-22 10:12:29,2024-05 Phone models with latest security patches
TECNO POVA 3 / TECNO POVA Neo 3 / TECNO POVA 4,2024-04,2024-04-03 13:41:17,2024-04 Phone models with latest security patches
TECNO POP 6 / TECNO POP 6 Go 4G / TECNO POP 8,2024-04,2024-04-03 13:41:17,2024-04 Phone models with latest security patches
TECNO CAMON 19 Pro / TECNO CAMON 19 Neo / TECNO CAMON 20 / TECNO CAMON 20 Pro,2024-04,2024-04-03 13:41:17,2024-04 Phone models with latest security patches
TECNO SPARK 9T / TECNO SPARK 9 Pro / / TECNO SPARK 10 / TECNO SPARK 10C,2024-04,2024-04-03 13:41:17,2024-04 Phone models with latest security patches
TECNO SPARK 10 5G / TECNO SPARK 10 Pro / TECNO SPARK 20C / TECNO SPARK 20 Pro,2024-04,2024-04-03 13:41:17,2024-04 Phone models with latest security patches
TECNO SPARK 20 Pro+ / TECNO SPARK Go 2024,2024-04,2024-04-03 13:41:17,2024-04 Phone models with latest security patches
TECNO POVA Neo 2 / TECNO POVA 5 Pro 5G,2024-03,2024-03-05 11:48:45,2024-03 Phone models with latest security patches
