bulletin_month,cve,tier,section,type,severity,component,references,updated_aosp_versions
2020-02,CVE-2019-14046,05,Qualcomm,N/A,High,Camera,A-143902999 QC-CR#2207235,
2020-02,CVE-2019-14049,05,Qualcomm,N/A,High,Kernel,A-143903513 QC-CR#2305531 [ 2 ] [ 3 ],
2020-02,CVE-2019-14055,05,Qualcomm,N/A,High,Kernel,A-143902876 QC-CR#2352487,
2020-02,CVE-2019-14063,05,Qualcomm,N/A,High,Audio,A-143901127 QC-CR#2491577,
2020-02,CVE-2019-10567,05,Qualcomm,N/A,High,Graphics,A-140246780 QC-CR#2520860 [ 2 ] [ 3 ],
2020-02,CVE-2019-10590,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143903858 *,
2020-02,CVE-2019-14051,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902841 *,
2020-02,CVE-2019-14057,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143903018 *,
2020-02,CVE-2019-14060,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143903752 *,
2020-03,CVE-2020-0031,01,Framework,ID,High,,A-141703197 [ 2 ],10
2020-03,CVE-2020-0032,01,Media Framework,RCE,Critical,,A-145364230,"8.0, 8.1, 9, 10"
2020-03,CVE-2020-0033,01,Media Framework,EoP,High,,A-144351324,"8.0, 8.1, 9, 10"
2020-03,CVE-2020-0034,01,Media Framework,ID,High,,A-62458770,"8.0, 8.1"
2020-03,CVE-2020-0036,01,System,EoP,High,,A-144679405,"8.0, 8.1, 9, 10"
2020-03,CVE-2020-0035,01,System,ID,High,,A-140622024,"8.0, 8.1, 9"
2020-03,CVE-2020-0029,01,System,ID,High,,A-140065828,10
2020-03,CVE-2020-0037,01,System,ID,High,,A-143106535,"8.0, 8.1, 9, 10"
2020-03,CVE-2020-0038,01,System,ID,High,,A-143109193,"8.0, 8.1, 9, 10"
2020-03,CVE-2020-0039,01,System,ID,High,,A-143155861,"8.0, 8.1, 9, 10"
2020-03,CVE-2019-19527,05,Kernel,EoP,High,USB,A-146257915 Upstream kernel [ 2 ],
2020-03,CVE-2019-19537,05,Kernel,EoP,High,USB,A-146258055 Upstream kernel,
2020-03,CVE-2019-15239,05,Kernel,EoP,High,Networking,A-143009752 Upstream kernel,
2020-03,CVE-2020-0041,05,Kernel,EoP,High,Binder,A-145988638 Upstream kernel,
2020-03,CVE-2020-0010,05,FPC components,EoP,High,FPC Fingerprint TEE,A-137014293 *,
2020-03,CVE-2020-0011,05,FPC components,EoP,High,FPC Fingerprint TEE,A-137648045 *,
2020-03,CVE-2020-0012,05,FPC components,EoP,High,FPC Fingerprint TEE,A-137648844 *,
2020-03,CVE-2020-0042,05,FPC components,ID,Moderate,FPC Fingerprint TEE,A-137649599 *,
2020-03,CVE-2020-0043,05,FPC components,ID,Moderate,FPC Fingerprint TEE,A-137650218 *,
2020-03,CVE-2020-0044,05,FPC components,ID,Moderate,FPC Fingerprint TEE,A-137650219 *,
2020-03,CVE-2020-0069,05,MediaTek,EoP,High,System,A-147882143 * M-ALPS04356754,
2020-03,CVE-2019-14079,05,Qualcomm,N/A,High,USB,A-138848422 QC-CR#2521001,
2020-03,CVE-2018-11838,05,Qualcomm,N/A,High,WLAN,A-145545090 QC-CR#221457 [ 2 ],
2020-03,CVE-2019-10526,05,Qualcomm,N/A,High,WLAN,A-145544085 QC-CR#2232526 QC-CR#2541970,
2020-03,CVE-2019-10569,05,Qualcomm,N/A,High,Audio,A-145545820 QC-CR#2315791,
2020-03,CVE-2019-14029,05,Qualcomm,N/A,High,Graphics,A-145546793 QC-CR#2528795,
2020-03,CVE-2019-14032,05,Qualcomm,N/A,High,Audio,A-145546652 QC-CR#2537311,
2020-03,CVE-2019-14068,05,Qualcomm,N/A,High,Audio,A-145546435 QC-CR#2507653 [ 2 ],
2020-03,CVE-2019-14072,05,Qualcomm,N/A,High,Graphics,A-145545251 QC-CR#2509391,
2020-03,CVE-2019-2317,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-134436812 *,
2020-03,CVE-2019-10586,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140423909 *,
2020-03,CVE-2019-10587,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140423816 *,
2020-03,CVE-2019-10593,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140424165 *,
2020-03,CVE-2019-10594,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140424564 *,
2020-03,CVE-2019-10612,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140423161 *,
2020-03,CVE-2019-14031,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-142271912 *,
2020-03,CVE-2019-14045,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140973418 *,
2020-03,CVE-2019-14071,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145545489 *,
2020-03,CVE-2019-14083,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140973259 *,
2020-03,CVE-2019-14086,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-140973417 *,
2020-03,CVE-2019-14030,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145546515 *,
2020-03,CVE-2019-14097,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145546003 *,
2020-03,CVE-2019-14098,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145546314 *,
2020-03,CVE-2019-10546,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145545250 *,
2020-03,CVE-2019-14095,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-142843397 *,
2020-03,CVE-2018-11970,05,Qualcomm closed-source,N/A,High,Closed-source component,A-114042111 *,
2020-03,CVE-2019-10603,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140424074 *,
2020-03,CVE-2019-10616,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140423338 *,
2020-03,CVE-2019-10549,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140423162 *,
2020-03,CVE-2019-10550,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140423702 *,
2020-03,CVE-2019-10552,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140423817 *,
2020-03,CVE-2019-10553,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140423081 *,
2020-03,CVE-2019-10554,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140424012 *,
2020-03,CVE-2019-10577,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140424166 *,
2020-03,CVE-2019-14026,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271986 *,
2020-03,CVE-2019-14027,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271756 *,
2020-03,CVE-2019-14028,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271831 *,
2020-03,CVE-2019-2300,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271659 *,
2020-03,CVE-2019-2311,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271967 *,
2020-03,CVE-2019-14050,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902706 *,
2020-03,CVE-2019-14081,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902882 *,
2020-03,CVE-2019-14082,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140974589 *,
2020-03,CVE-2019-14085,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902807 *,
2020-03,CVE-2019-14048,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545282 *,
2020-03,CVE-2019-14061,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545758 *,
2020-03,CVE-2019-10604,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545725 *,
2020-03,CVE-2019-10591,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545283 *,
2020-03,CVE-2019-14000,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145546434 *,
2020-03,CVE-2019-14015,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545650 *,
2020-04,CVE-2020-0080,01,Framework,EoP,High,,A-144092031,10
2020-04,CVE-2020-0081,01,Framework,EoP,High,,A-144028297 [ 2 ],"8.0, 8.1, 9, 10"
2020-04,CVE-2020-0082,01,Framework,EoP,High,,A-140417434,10
2020-04,CVE-2019-5018,01,Framework,EoP,High,,A-140180629 [ 2 ],"8.0, 8.1, 9, 10"
2020-04,CVE-2019-8457,01,Framework,ID,High,,A-140182003 [ 2 ],"8.0, 8.1, 9, 10"
2020-04,CVE-2019-9936,01,Framework,ID,Moderate,,A-140181188 [ 2 ],"8.0, 8.1, 9, 10"
2020-04,CVE-2020-0078,01,Media Framework,EoP,High,,A-144766455,"9, 10"
2020-04,CVE-2020-0079,01,Media Framework,EoP,High,,A-144506242,"9, 10"
2020-04,CVE-2020-0070,01,System,RCE,Critical,,A-148159613,"8.0, 8.1, 9, 10"
2020-04,CVE-2020-0071,01,System,RCE,Critical,,A-147310721,"8.0, 8.1, 9, 10"
2020-04,CVE-2020-0072,01,System,RCE,Critical,,A-147310271 [ 2 ],"8.0, 8.1, 9, 10"
2020-04,CVE-2020-0073,01,System,RCE,Critical,,A-147309942,"8.0, 8.1, 9, 10"
2020-04,CVE-2019-2056,05,Framework,ID,High,,A-140879284 *,10
2020-04,CVE-2019-19524,05,Kernel,EoP,High,USB input driver,A-146258053 Upstream kernel,
2020-04,CVE-2019-19532,05,Kernel,EoP,High,USB HID drivers,A-146258320 Upstream kernel,
2020-04,CVE-2019-19807,05,Kernel,EoP,High,Audio Subsystem,A-146482218 Upstream kernel,
2020-04,CVE-2020-0076,05,FPC components,EoP,High,FPC Iris TZ App,A-146056878 *,
2020-04,CVE-2020-0075,05,FPC components,ID,Moderate,FPC Iris TZ App,A-146057864 *,
2020-04,CVE-2020-0077,05,FPC components,ID,Moderate,FPC Iris TZ App,A-146055840 *,
2020-04,CVE-2019-14131,05,Qualcomm,N/A,Critical,WLAN,A-147103218 QC-CR#2564485,
2020-04,CVE-2019-14070,05,Qualcomm,N/A,High,Audio,A-147101660 QC-CR#2508568 [ 2 ],
2020-04,CVE-2019-14104,05,Qualcomm,N/A,High,Camera,A-147103377 QC-CR#2245986,
2020-04,CVE-2019-14122,05,Qualcomm,N/A,High,Kernel,A-147102901 QC-CR#2538911,
2020-04,CVE-2019-14132,05,Qualcomm,N/A,High,Video,A-147104052 QC-CR#2455671,
2020-04,CVE-2020-3651,05,Qualcomm,N/A,High,WLAN,A-148816872 QC-CR#2291442,
2020-04,CVE-2019-10575,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-142272251 *,
2020-04,CVE-2019-10588,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-142271575 *,
2020-04,CVE-2019-10609,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-142269795 *,
2020-04,CVE-2019-14110,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147104254 *,
2020-04,CVE-2019-14111,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147103017 *,
2020-04,CVE-2019-14112,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147102781 *,
2020-04,CVE-2019-14113,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147103217 *,
2020-04,CVE-2019-14114,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147102843 *,
2020-04,CVE-2019-10483,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142270890 *,
2020-04,CVE-2019-10551,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142270356 *,
2020-04,CVE-2019-10589,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271556 *,
2020-04,CVE-2019-10608,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142270891 *,
2020-04,CVE-2019-10610,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271388 *,
2020-04,CVE-2019-14001,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142272252 *,
2020-04,CVE-2019-14007,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142269788 *,
2020-04,CVE-2019-14009,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271546 *,
2020-04,CVE-2019-14011,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142268825 *,
2020-04,CVE-2019-14012,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142270102 *,
2020-04,CVE-2019-14018,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271911 *,
2020-04,CVE-2019-14019,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142272129 *,
2020-04,CVE-2019-14020,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271277 *,
2020-04,CVE-2019-14021,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271809 *,
2020-04,CVE-2019-14022,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271458 *,
2020-04,CVE-2019-14033,05,Qualcomm closed-source,N/A,High,Closed-source component,A-142271279 *,
2020-04,CVE-2019-14075,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145546514 *,
2020-04,CVE-2019-14105,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104252 *,
2020-04,CVE-2019-14127,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147103871 *,
2020-04,CVE-2019-14134,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147102923 *,
2020-04,CVE-2019-14135,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104050 *,
2020-04,CVE-2020-3651,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816543 *,
2020-05,CVE-2020-0096,01,Framework,EoP,Critical,,A-145669109 [ 2 ],"8.0, 8.1, 9"
2020-05,CVE-2020-0097,01,Framework,EoP,High,,A-145981139 [ 2 ] [ 3 ],"9, 10"
2020-05,CVE-2020-0098,01,Framework,EoP,High,,A-144285917,"8.0, 8.1, 9, 10"
2020-05,CVE-2020-0094,01,Media Framework,EoP,High,,A-148223871,"9, 10"
2020-05,CVE-2020-0093,01,Media Framework,ID,High,,A-148705132,"8.0, 8.1, 9, 10"
2020-05,CVE-2020-0100,01,Media Framework,ID,High,,A-150156584,"8.0, 8.1"
2020-05,CVE-2020-0101,01,Media Framework,ID,High,,A-144767096,"8.0, 8.1, 9, 10"
2020-05,CVE-2020-0103,01,System,RCE,Critical,,A-148107188,"9, 10"
2020-05,CVE-2020-0102,01,System,EoP,High,,A-143231677,"8.0, 8.1, 9, 10"
2020-05,CVE-2020-0109,01,System,EoP,High,,A-148059175,"9, 10"
2020-05,CVE-2020-0105,01,System,EoP,High,,A-144285084,"9, 10"
2020-05,CVE-2020-0024,01,System,EoP,High,,A-137015265 [ 2 ],"8.0, 8.1, 9, 10"
2020-05,CVE-2020-0092,01,System,ID,High,,A-145135488,10
2020-05,CVE-2020-0106,01,System,ID,High,,A-148414207,10
2020-05,CVE-2020-0104,01,System,ID,Moderate,,A-144430870,"9, 10"
2020-05,CVE-2020-0110,05,Kernel,EoP,High,Kernel Scheduler,A-148159562 Upstream kernel,
2020-05,CVE-2019-19536,05,Kernel,ID,High,PCAN-USB driver,A-146642883 Upstream kernel,
2020-05,CVE-2019-14053,05,Qualcomm,N/A,High,Kernel,A-143902261 QC-CR#2317498,
2020-05,CVE-2019-14087,05,Qualcomm,N/A,High,Display,A-145546454 QC-CR#2165928,
2020-05,CVE-2020-3610,05,Qualcomm,N/A,High,Display,A-148816869 QC-CR#2460844 [ 2 ],
2020-05,CVE-2020-3615,05,Qualcomm,N/A,High,WLAN,A-148817147 QC-CR#2256679 [ 2 ] QC-CR#2258844,
2020-05,CVE-2020-3623,05,Qualcomm,N/A,High,Security,A-148815534 * QC-CR#2472080,
2020-05,CVE-2020-3625,05,Qualcomm,N/A,High,Security,A-148816727 * QC-CR#2493825,
2020-05,CVE-2020-3630,05,Qualcomm,N/A,High,Video,A-148816037 QC-CR#2534752 [ 2 ],
2020-05,CVE-2020-3680,05,Qualcomm,N/A,High,Kernel,A-144350801 QC-CR#2597382,
2020-05,CVE-2020-3641,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-148816624 *,
2020-05,CVE-2019-14054,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902264 *,
2020-05,CVE-2019-14066,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143903296 *,
2020-05,CVE-2019-14067,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902707 *,
2020-05,CVE-2019-14077,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143903001 *,
2020-05,CVE-2019-14078,05,Qualcomm closed-source,N/A,High,Closed-source component,A-143902885 *,
2020-05,CVE-2020-3616,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816292 *,
2020-05,CVE-2020-3618,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148817245 *,
2020-05,CVE-2020-3633,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816216 *,
2020-05,CVE-2020-3645,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816217 *,
2020-06,CVE-2020-0114,01,Framework,EoP,High,,A-147606347,10
2020-06,CVE-2020-0115,01,Framework,EoP,High,,A-150038428,"8.0, 8.1, 9, 10"
2020-06,CVE-2020-0121,01,Framework,ID,High,,A-148180766 [ 2 ],10
2020-06,CVE-2020-0118,01,Media Framework,EoP,High,,A-150904694,10
2020-06,CVE-2020-0113,01,Media Framework,ID,High,,A-150944913,"9, 10"
2020-06,CVE-2020-0117,01,System,RCE,Critical,,A-151155194,"8.0, 8.1, 9, 10"
2020-06,CVE-2020-8597,01,System,RCE,Critical,,A-151153886,"8.0, 8.1, 9, 10"
2020-06,CVE-2020-0116,01,System,ID,High,,A-151330809,10
2020-06,CVE-2020-0119,01,System,ID,High,,A-150500247 [ 2 ],10
2020-06,CVE-2019-9460,05,System,EoP,High,,A-62535446,10
2020-06,CVE-2020-8647,05,Kernel,EoP,High,Kernel TTY support,A-149079134 Upstream kernel,
2020-06,CVE-2020-8648,05,Kernel,EoP,High,Kernel TTY support,A-149079230 Upstream kernel [ 2 ] [ 3 ],
2020-06,CVE-2020-8428,05,Kernel,ID,High,Kernel,A-148713787 Upstream kernel [ 2 ],
2020-06,CVE-2017-9704,05,Qualcomm,N/A,High,Camera,A-35099636 QC-CR#2013052 [ 2 ] QC-CR#2070526 QC-CR#2076578 [ 2 ],
2020-06,CVE-2019-14047,05,Qualcomm,N/A,High,Kernel,A-145545249 QC-CR#2279971 [ 2 ],
2020-06,CVE-2020-3665,05,Qualcomm,N/A,High,WLAN,A-150697775 QC-CR#2174506,
2020-06,CVE-2019-9460,05,Qualcomm,N/A,Moderate,Display,A-66876469 QC-CR#2207338 *,
2020-06,CVE-2019-14073,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145546513 *,
2020-06,CVE-2019-14080,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-145545821 *,
2020-06,CVE-2019-10597,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545755 *,
2020-06,CVE-2019-14062,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545091 *,
2020-06,CVE-2019-14076,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145545285 *,
2020-06,CVE-2020-3614,05,Qualcomm closed-source,N/A,High,Closed-source component,A-140973436 *,
2020-06,CVE-2020-3626,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150697952 *,
2020-06,CVE-2020-3628,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150695508 *,
2020-06,CVE-2020-3635,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148817146 *,
2020-06,CVE-2020-3642,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150697435 *,
2020-06,CVE-2020-3658,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150697838 *,
2020-06,CVE-2020-3660,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150695050 *,
2020-06,CVE-2020-3661,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150695169 *,
2020-06,CVE-2020-3662,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150696661 *,
2020-06,CVE-2020-3663,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150697436 *,
2020-06,CVE-2020-3676,05,Qualcomm closed-source,N/A,High,Closed-source component,A-152310294 *,
2020-07,CVE-2020-0122,01,Framework,EoP,High,,A-147247775,"8.0, 8.1, 9, 10"
2020-07,CVE-2020-0227,01,Framework,EoP,High,,A-129476618 [ 2 ] [ 3 ] [ 4 ] [ 5 ] [ 6 ],"8.0, 8.1, 9, 10"
2020-07,CVE-2020-9589,01,Media Framework,RCE,Critical,,A-156261521,"8.0, 8.1, 9, 10"
2020-07,CVE-2020-0226,01,Media Framework,EoP,High,,A-150226994,10
2020-07,CVE-2020-0224,01,System,RCE,Critical,,A-147664838 [ 2 ],"8.0, 8.1, 9, 10"
2020-07,CVE-2020-0225,01,System,RCE,Critical,,A-142546668,10
2020-07,CVE-2020-0107,01,System,ID,High,,A-146570216 [ 2 ],10
2020-07,CVE-2019-9501,05,Broadcom,RCE,Critical,Broadcom Firmware,A-130373736 *,
2020-07,CVE-2019-9502,05,Broadcom,RCE,Critical,Broadcom Firmware,A-130374366 *,
2020-07,CVE-2018-20669,05,Kernel,EoP,High,i915 driver,A-135368228 Upstream kernel,
2020-07,CVE-2019-18282,05,Kernel,EoP,High,Linux Networking Stack,A-148588557 Upstream kernel,
2020-07,CVE-2019-20636,05,Kernel,EoP,High,Input driver,A-153715664 Upstream kernel,
2020-07,CVE-2020-0230,05,MediaTek,EoP,High,vcu,A-156337262 ALPS05018169 *,
2020-07,CVE-2020-0231,05,MediaTek,EoP,High,External Memory Interface,A-156333727 ALPS05028343 *,
2020-07,CVE-2020-0228,05,MediaTek,ID,High,Recorder related service,A-156333723 ALPS04163861 *,
2020-07,CVE-2020-3698,05,Qualcomm,N/A,Critical,WLAN,A-153345312 QC-CR#2569764 [ 2 ] [ 3 ],
2020-07,CVE-2020-3699,05,Qualcomm,N/A,Critical,WLAN,A-153344687 QC-CR#2583124 QC-CR#2616229,
2020-07,CVE-2019-10580,05,Qualcomm,N/A,High,Kernel,A-147103019 QC-CR#2507671,
2020-07,CVE-2020-3700,05,Qualcomm,N/A,High,WLAN,A-153345156 QC-CR#2389239,
2020-07,CVE-2019-14123,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104256 *,
2020-07,CVE-2019-14124,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104233 *,
2020-07,CVE-2019-14130,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147103639 *,
2020-07,CVE-2020-3688,05,Qualcomm closed-source,N/A,High,Closed-source component,A-153345450 *,
2020-07,CVE-2020-3701,05,Qualcomm closed-source,N/A,High,Closed-source component,A-153345219 *,
2020-08,CVE-2020-0240,01,Framework,RCE,High,,A-150706594,10
2020-08,CVE-2020-0238,01,Framework,EoP,High,,A-150946634,"8.0, 8.1, 9, 10"
2020-08,CVE-2020-0257,01,Framework,EoP,High,,A-156741968,10
2020-08,CVE-2020-0239,01,Framework,ID,High,,A-151095863,"9, 10"
2020-08,CVE-2020-0249,01,Framework,ID,High,,A-154719656,"8.0, 8.1, 9, 10"
2020-08,CVE-2020-0258,01,Framework,ID,High,,A-157598956,10
2020-08,CVE-2020-0247,01,Framework,DoS,High,,A-156087409,"8.0, 8.1, 10"
2020-08,CVE-2020-0241,01,Media Framework,EoP,High,,A-151456667,"8.0, 8.1, 9, 10"
2020-08,CVE-2020-0242,01,Media Framework,EoP,High,,A-151643722,"8.0, 8.1, 9, 10"
2020-08,CVE-2020-0243,01,Media Framework,EoP,High,,A-151644303,"8.0, 8.1, 9, 10"
2020-08,CVE-2020-0108,01,System,EoP,High,,A-140108616 [ 2 ] [ 3 ] [ 4 ],"8.1, 9, 10"
2020-08,CVE-2020-0256,01,System,EoP,High,,A-152874864,"8.0, 8.1, 9, 10"
2020-08,CVE-2020-0248,01,System,ID,High,,A-154627439,10
2020-08,CVE-2020-0250,01,System,ID,High,,A-154934934,10
2020-08,CVE-2020-0259,05,AMLogic components,EoP,High,dm-verity,A-157941353 *,
2020-08,CVE-2020-10751,05,Kernel,EoP,High,SELinux,A-155485360 Upstream kernel,
2020-08,CVE-2020-12464,05,Kernel,EoP,High,Linux USB Subsystem,A-156071259 Upstream kernel,
2020-08,CVE-2019-16746,05,Kernel,ID,High,Linux Wireless Subsystem,A-145728612 Upstream kernel,
2020-08,CVE-2020-0252,05,MediaTek,EoP,High,Multimedia Processing Driver,A-152236803 ALPS05098839 *,
2020-08,CVE-2020-0253,05,MediaTek,EoP,High,Multimedia Processing Driver,A-152647365 ALPS05098839 *,
2020-08,CVE-2020-0260,05,MediaTek,EoP,High,Multimedia Processing Driver,A-152225183 ALPS05098839 *,
2020-08,CVE-2020-0251,05,MediaTek,ID,High,Multimedia Processing Driver,A-152647626 ALPS05098839 *,
2020-08,CVE-2020-0254,05,MediaTek,ID,High,Multimedia Processing Driver,A-152647751 ALPS05098839 *,
2020-08,CVE-2020-11116,05,Qualcomm,N/A,Critical,WLAN,A-155654321 QC-CR#2575144 QC-CR#2616225 QC-CR#2616227,
2020-08,CVE-2020-11115,05,Qualcomm,N/A,High,WLAN,A-155653491 QC-CR#2573329 QC-CR#2617004 QC-CR#2617005,
2020-08,CVE-2020-11118,05,Qualcomm,N/A,High,WLAN,A-155654263 QC-CR#2626729 QC-CR#2635664 QC-CR#2635666,
2020-08,CVE-2020-11120,05,Qualcomm,N/A,High,WLAN,A-155652795 QC-CR#2556613,
2020-08,CVE-2019-10562,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147102924 *,
2020-08,CVE-2019-10615,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147102844 *,
2020-08,CVE-2019-13998,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-147102225 *,
2020-08,CVE-2020-3619,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-148815858 *,
2020-08,CVE-2020-3667,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-150696660 *,
2020-08,CVE-2018-5886,05,Qualcomm closed-source,N/A,High,Closed-source component,A-63165064 *,
2020-08,CVE-2018-13903,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145546313 *,
2020-08,CVE-2019-13999,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104231 *,
2020-08,CVE-2019-14025,05,Qualcomm closed-source,N/A,High,Closed-source component,A-145546440 *,
2020-08,CVE-2019-14052,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147103610 *,
2020-08,CVE-2019-14056,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147101659 *,
2020-08,CVE-2019-14065,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147102925 *,
2020-08,CVE-2019-14089,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104726 *,
2020-08,CVE-2019-14115,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147104255 *,
2020-08,CVE-2019-14119,05,Qualcomm closed-source,N/A,High,Closed-source component,A-147103020 *,
2020-08,CVE-2020-3611,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816870 *,
2020-08,CVE-2020-3624,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816990 *,
2020-08,CVE-2020-3636,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816708 *,
2020-08,CVE-2020-3640,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816993 *,
2020-08,CVE-2020-3643,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148816294 *,
2020-08,CVE-2020-3644,05,Qualcomm closed-source,N/A,High,Closed-source component,A-148817069 *,
2020-08,CVE-2020-3666,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150697811 *,
2020-08,CVE-2020-3668,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150697381 *,
