bulletin_month,cve,tier,section,type,severity,component,references,updated_aosp_versions
2018-04,CVE-2016-10390,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37536239 *,
2018-04,CVE-2016-10498,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32582870 *,
2018-04,CVE-2016-10419,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32577129 *,
2018-04,CVE-2016-10420,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32579916 *,
2018-04,CVE-2016-10429,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32579411 *,
2018-04,CVE-2016-10493,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32574787 *,
2018-04,CVE-2016-10447,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37542968 *,
2018-04,CVE-2016-10444,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544163 *,
2018-04,CVE-2016-5348,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546905 *,
2018-04,CVE-2016-10421,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32579095 *,
2018-04,CVE-2016-10455,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32580964 *,
2018-04,CVE-2016-10441,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32582927 *,
2018-04,CVE-2016-10418,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37547407 *,
2018-04,CVE-2016-10417,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32576287 *,
2018-04,CVE-2016-10464,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32580243 *,
2018-04,CVE-2016-10458,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32583424 *,
2018-04,CVE-2016-10471,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37539226 *,
2018-04,CVE-2016-10416,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259747 *,
2018-04,CVE-2016-10411,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260404 *,
2018-04,CVE-2016-10496,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260469 *,
2018-04,CVE-2016-10410,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260936 *,
2018-04,CVE-2016-10414,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260937 *,
2018-04,CVE-2016-10461,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62263657 *,
2018-04,CVE-2016-10460,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62271227 *,
2018-04,CVE-2016-10392,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544068 *,
2018-04,CVE-2016-10409,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544164 *,
2018-04,CVE-2016-10459,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260716 *,
2018-04,CVE-2016-10407,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261222 *,
2018-04,CVE-2016-10406,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62267791 *,
2018-04,CVE-2016-10497,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62271228 *,
2018-04,CVE-2016-10501,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261303 *,
2018-04,CVE-2016-10381,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-37539788 *,
2018-04,CVE-2016-10380,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-37541976 *,
2018-04,CVE-2016-10412,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-37536245 *,
2018-04,CVE-2016-10415,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-62260403 *,
2018-04,CVE-2016-10422,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-37542966 *,
2018-04,CVE-2016-10456,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-62261413 *,
2018-04,CVE-2016-10428,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-37534697 *,
2018-04,CVE-2016-10448,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-62261414 *,
2018-04,CVE-2016-10437,05,Qualcomm closed-source,N/A,Moderate,Closed-source component,A-62260715 *,
2018-05,CVE-2017-13309,01,Android runtime,ID,High,,A-73251618,8.1
2018-05,CVE-2017-13310,01,Framework,EoP,High,,A-71992105,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-05,CVE-2017-13311,01,Framework,EoP,High,,A-73252178,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-05,CVE-2017-13312,01,Media Framework,EoP,High,,A-73085795 *,8.0
2018-05,CVE-2017-13313,01,Media Framework,DoS,High,,A-74114680,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-05,CVE-2017-13314,01,System,EoP,High,,A-63000005,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-05,CVE-2017-13315,01,System,EoP,High,,A-70721937,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-05,CVE-2017-16643,05,Kernel,ID,High,USB driver,A-69916367 Upstream kernel,
2018-05,CVE-2017-6289,05,NVIDIA,EoP,Critical,TEE,A-72830049 *,
2018-05,CVE-2017-5715,05,NVIDIA,ID,High,TLK,A-71686116 *,
2018-05,CVE-2017-6293,05,NVIDIA,EoP,High,NVIDIA Tegra X1 TZ,A-69377364 *,
2018-05,CVE-2018-3565,05,Qualcomm,EoP,Critical,WLAN,A-72957234 QC-CR#2138555,
2018-05,CVE-2018-3580,05,Qualcomm,RCE,Critical,WLAN,A-72957507 QC-CR#2149187,
2018-05,CVE-2018-5841,05,Qualcomm,EoP,High,DCC,A-72957293 QC-CR#2073502,
2018-05,CVE-2018-5850,05,Qualcomm,EoP,High,WLAN,A-72957135 QC-CR#2141458,
2018-05,CVE-2018-5846,05,Qualcomm,EoP,High,Radio internet packet accelerator,A-71501683 QC-CR#2120063,
2018-05,CVE-2018-5845,05,Qualcomm,EoP,High,GPU,A-71501680 QC-CR#2119081,
2018-05,CVE-2018-5840,05,Qualcomm,EoP,High,GPU,A-71501678 QC-CR#2052024,
2018-05,CVE-2017-18154,05,Qualcomm,EoP,High,Libgralloc,A-62872238 * QC-CR#2109325,
2018-05,CVE-2018-3578,05,Qualcomm,EoP,High,WLAN,A-72956999 QC-CR#2145573,
2018-05,CVE-2017-13077,05,Qualcomm,EoP,High,WLAN,A-77481464 *,
2018-05,CVE-2018-3562,05,Qualcomm,DoS,High,WLAN,A-72957526 QC-CR#2147955 [ 2 ],
2018-06,CVE-2018-9338,01,Framework,EoP,High,,A-71361168,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9339,01,Framework,EoP,High,,A-71508348,"8.0, 8.1"
2018-06,CVE-2017-13227,01,Framework,ID,High,,A-69981710,"8.0, 8.1"
2018-06,CVE-2018-9340,01,Framework,ID,High,,A-71360999,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9341,01,Media Framework,RCE,Critical,,A-74016277,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-5146,01,Media Framework,RCE,Critical,,A-77284393 *,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2017-13230,01,Media Framework,RCE,Critical,,A-65483665,6.0
2018-06,CVE-2018-9344,01,Media Framework,EoP,High,,A-73172817,8.1
2018-06,CVE-2018-9345,01,Media Framework,ID,High,,A-77238250,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9346,01,Media Framework,ID,High,,A-77238762,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9347,01,Media Framework,DoS,High,,A-68664359,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9348,01,Media Framework,DoS,High,,A-68953854,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9355,01,System,RCE,Critical,,A-74016921,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9356,01,System,RCE,Critical,,A-74950468,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9357,01,System,RCE,Critical,,A-74947856,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9358,01,System,ID,High,,A-73172115,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9359,01,System,ID,High,,A-74196706,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9360,01,System,ID,High,,A-74201143,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9361,01,System,ID,High,,A-74202041,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-9362,01,System,DoS,High,,A-72298611,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-06,CVE-2018-5383,05,Broadcom,ID,High,Bluetooth,A-73665456 * B-CS4906525,
2018-06,CVE-2018-9363,05,Kernel,EoP,High,Bluetooth,A-65853588 *,
2018-06,CVE-2017-17806,05,Kernel,EoP,High,crypto,A-71752561 Upstream kernel,
2018-06,CVE-2017-17807,05,Kernel,EoP,High,Keyring,A-71751178 Upstream kernel,
2018-06,CVE-2017-17558,05,Kernel,EoP,High,USB,A-71751622 Upstream kernel,
2018-06,CVE-2018-9364,05,LG components,EoP,Critical,Bootloader,A-69163111 *,
2018-06,CVE-2018-9409,05,Media Framework,EoP,High,,A-63144992 * QC-CR#2114346,8.1
2018-06,CVE-2018-9373,05,MediaTek,EoP,Critical,Mediatek WLAN TDLS,A-71867247 * M-ALPS03740330,
2018-06,CVE-2018-9366,05,MediaTek,EoP,High,IMSA,A-72314499 * M-ALPS03762526,
2018-06,CVE-2018-9367,05,MediaTek,EoP,High,Cameratool CCAP,A-72314219 * M-ALPS03762692,
2018-06,CVE-2018-9368,05,MediaTek,EoP,High,mtksocaudio,A-70727446 * M-ALPS03730693,
2018-06,CVE-2018-9369,05,MediaTek,EoP,High,bootloader,A-70514573 * M-ALPS03666161,
2018-06,CVE-2018-9370,05,MediaTek,EoP,High,bootloader,A-70515281 * M-ALPS03693488,
2018-06,CVE-2018-9371,05,MediaTek,EoP,High,Bootloader,A-70515752 * M-ALPS03683903,
2018-06,CVE-2018-9372,05,MediaTek,EoP,High,bootloader,A-70730215 * M-ALPS03676237,
2018-06,CVE-2017-6290,05,NVIDIA,EoP,High,TLK TrustZone,A-69559414 * N-200373895,
2018-06,CVE-2017-6294,05,NVIDIA,EoP,High,NVIDIA Tegra X1 TZ,A-69316825 * N-200369095,
2018-06,CVE-2017-6292,05,NVIDIA,EoP,High,TLZ TrustZone,A-69480285 * N-200373888,
2018-06,CVE-2017-18158,05,Qualcomm,EoP,Critical,Bootloader,A-68992400 QC-CR#2104056,
2018-06,CVE-2018-3569,05,Qualcomm,EoP,Critical,WLAN Host,A-74237215 QC-CR#2161920,
2018-06,CVE-2017-18155,05,Qualcomm,RCE,Critical,Hardware codec,A-66734153 * QC-CR#1050893,
2018-06,CVE-2018-5854,05,Qualcomm,EoP,Critical,Bootloader,A-71800779 QC-CR#2183877,
2018-06,CVE-2017-13077,05,Qualcomm,EoP,High,WLAN,A-63165064 *,
2018-06,CVE-2018-5896,05,Qualcomm,ID,High,Diag driver,A-70399602 * QC-CR#2163793,
2018-06,CVE-2018-5829,05,Qualcomm,ID,High,WLAN,A-74237546 QC-CR#2151241,
2018-06,CVE-2018-5383,05,Qualcomm,ID,High,Bluetooth,A-73665204 * QC-CR#2187697,
2018-06,CVE-2017-18159,05,Qualcomm,EoP,High,Bootloader,A-68992405 QC-CR#2105697 [ 2 ] [ 3 ] [ 4 ] [ 5 ] [ 6 ] [ 7 ] [ 8 ] [ 9 ],
2018-06,CVE-2017-18158,05,Qualcomm,EoP,High,Bootloader,A-67782849 * QC-CR#2104056,
2018-06,CVE-2018-5835,05,Qualcomm,EoP,High,WLAN Host,A-74237148 QC-CR#2153553,
2018-06,CVE-2018-5834,05,Qualcomm,EoP,High,WLAN,A-74237804 QC-CR#2153326,
2018-06,CVE-2018-5831,05,Qualcomm,EoP,High,GPU driver,A-74237606 QC-CR#2161310,
2018-06,CVE-2018-5830,05,Qualcomm,EoP,High,WLAN Host,A-74237532 QC-CR#2157917 [ 2 ],
2018-06,CVE-2017-18157,05,Qualcomm closed-source,N/A,High,Closed-source component,A-73539080 *,
2018-06,CVE-2017-18156,05,Qualcomm closed-source,N/A,High,Closed-source component,A-73539065 *,
2018-06,CVE-2018-5892,05,Qualcomm closed-source,N/A,High,Closed-source component,A-72951191 *,
2018-06,CVE-2018-5891,05,Qualcomm closed-source,N/A,High,Closed-source component,A-72950815 *,
2018-06,CVE-2018-5885,05,Qualcomm closed-source,N/A,High,Closed-source component,A-72950554 *,
2018-06,CVE-2018-5894,05,Qualcomm closed-source,N/A,High,Closed-source component,A-74236854 *,
2018-06,CVE-2018-5884,05,Qualcomm closed-source,N/A,High,Closed-source component,A-74235510 *,
2018-06,CVE-2018-5383,05,System,ID,High,,A-72377774,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-9433,01,Framework,RCE,Critical,,A-38196219 *,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2018-07,CVE-2018-9410,01,Framework,ID,High,,A-77822336,"8.0, 8.1"
2018-07,CVE-2018-9411,01,Media Framework,RCE,Critical,,A-79376389,"8.0, 8.1"
2018-07,CVE-2018-9424,01,Media Framework,EoP,High,,A-76221123,"8.0, 8.1"
2018-07,CVE-2018-9428,01,Media Framework,EoP,High,,A-74122779,8.1
2018-07,CVE-2018-9412,01,Media Framework,DoS,High,,A-78029004,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-9421,01,Media Framework,ID,High,,A-77237570,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-9365,01,System,RCE,Critical,,A-74121126,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-9432,01,System,EoP,High,,A-73173182,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-9420,01,System,ID,High,,A-77238656,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-9419,01,System,ID,High,,A-74121659,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-07,CVE-2018-5703,05,Kernel,EoP,High,IPV6 stack,A-73543437 Upstream kernel,
2018-07,CVE-2018-9422,05,Kernel,EoP,High,futex,A-74250718 Upstream kernel,
2018-07,CVE-2018-9417,05,Kernel,EoP,High,USB driver,A-74447444* Upstream kernel *,
2018-07,CVE-2018-6927,05,Kernel,EoP,High,futex,A-76106267 Upstream kernel,
2018-07,CVE-2018-5872,05,Qualcomm,RCE,Critical,WLAN,A-77528138 QC-CR#2183014,
2018-07,CVE-2017-13077,05,Qualcomm,ID,High,WLAN,A-78285557 QC-CR#2133114,
2018-07,CVE-2017-13078,05,Qualcomm,ID,High,WLAN,A-78285557 QC-CR#2133114,
2018-07,CVE-2018-5873,05,Qualcomm,EoP,High,nsfs,A-77528487 QC-CR#2166382,
2018-07,CVE-2018-5838,05,Qualcomm,EoP,High,OpenGL ES driver,A-63146462 * QC-CR#2151011,
2018-07,CVE-2018-3586,05,Qualcomm,RCE,High,ADSPRPC heap manager,A-63165135 * QC-CR#2139538 QC-CR#2073777,
2018-07,CVE-2017-18171,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-78240792 *,
2018-07,CVE-2017-18277,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240715 *,
2018-07,CVE-2017-18172,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240449 *,
2018-07,CVE-2017-18170,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240612 *,
2018-07,CVE-2017-15841,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240794 *,
2018-07,CVE-2017-18173,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240199 *,
2018-07,CVE-2017-18278,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240071 *,
2018-07,CVE-2016-2108,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-78240736 *,
2018-07,CVE-2017-18275,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78242049 *,
2018-07,CVE-2017-18279,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78241971 *,
2018-07,CVE-2017-18274,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78241834 *,
2018-07,CVE-2017-18276,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78241375 *,
2018-07,CVE-2017-18131,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989823 *,
2018-07,CVE-2018-11259,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-72951265 *,
2018-07,CVE-2018-11257,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-74235874 *,
2018-07,CVE-2018-5837,05,Qualcomm closed-source,N/A,High,Closed-source component,A-74236406 *,
2018-07,CVE-2018-5876,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-77485022 *,
2018-07,CVE-2018-5875,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-77485183 *,
2018-07,CVE-2018-5874,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-77485139 *,
2018-07,CVE-2018-5882,05,Qualcomm closed-source,N/A,High,Closed-source component,A-77483830 *,
2018-07,CVE-2018-5878,05,Qualcomm closed-source,N/A,High,Closed-source component,A-77484449 *,
2018-08,CVE-2018-9445,01,Framework,EoP,High,,A-80436257 [ 2 ],"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9438,01,Framework,DoS,High,,A-78644887 [ 2 ] [ 3 ] [ 4 ],8.1
2018-08,CVE-2018-9458,01,Framework,EoP,High,,A-71786287,"8.0, 8.1"
2018-08,CVE-2018-9451,01,Framework,ID,High,,A-79488511 [ 2 ],"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9427,01,Media Framework,RCE,Critical,,A-77486542 [ 2 ],"8.0, 8.1"
2018-08,CVE-2018-9444,01,Media Framework,DoS,High,,A-63521984 *,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2"
2018-08,CVE-2018-9437,01,Media Framework,DoS,High,,A-78656554,"6.0, 6.0.1"
2018-08,CVE-2018-9446,01,System,RCE,Critical,,A-80145946,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9450,01,System,RCE,Critical,,A-79541338,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9459,01,System,EoP,High,,A-66230183,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9455,01,System,DoS,High,,A-78136677,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9436,01,System,ID,High,,A-79164722,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9454,01,System,ID,High,,A-78286118,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2018-9448,01,System,ID,High,,A-79944113 [ 2 ],"8.0, 8.1"
2018-08,CVE-2018-9453,01,System,ID,High,,A-78288378,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-08,CVE-2017-18249,05,Kernel,EoP,High,F2FS,A-78283212 Upstream kernel,
2018-08,CVE-2018-9465,05,Kernel,EoP,High,binder,A-69164715 Upstream kernel,
2018-08,CVE-2018-5383,05,Qualcomm,ID,High,Bluetooth,A-79421580 * QC-CR#2209635,
2018-08,CVE-2017-13077,05,Qualcomm,ID,High,WLAN,A-78284758 QC-CR#2133033,
2018-08,CVE-2017-18281,05,Qualcomm,ID,High,Video,A-78242172 QC-CR#856388,
2018-08,CVE-2018-11260,05,Qualcomm,EoP,High,WLAN,A-72997254 QC-CR#2204872,
2018-08,CVE-2017-18296,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-78240731 *,
2018-08,CVE-2017-18305,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-78239838 *,
2018-08,CVE-2017-18310,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-62211308 *,
2018-08,CVE-2017-18295,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240386 *,
2018-08,CVE-2017-18283,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240411 *,
2018-08,CVE-2017-18294,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240247 *,
2018-08,CVE-2017-18293,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240316 *,
2018-08,CVE-2017-18292,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78241027 *,
2018-08,CVE-2017-18298,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78239976 *,
2018-08,CVE-2017-18299,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240418 *,
2018-08,CVE-2017-18304,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78239975 *,
2018-08,CVE-2017-18303,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240396 *,
2018-08,CVE-2017-18301,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78238455 *,
2018-08,CVE-2017-18302,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78239233 *,
2018-08,CVE-2017-18300,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78239508 *,
2018-08,CVE-2017-18297,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78240275 *,
2018-08,CVE-2017-18280,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78285512 *,
2018-08,CVE-2017-18282,05,Qualcomm closed-source,N/A,High,Closed-source component,A-78241591 *,
2018-08,CVE-2017-18309,05,Qualcomm closed-source,N/A,High,Closed-source component,A-73539064 *,
2018-08,CVE-2017-18308,05,Qualcomm closed-source,N/A,High,Closed-source component,A-73539310 *,
2018-08,CVE-2018-11305,05,Qualcomm closed-source,N/A,High,Closed-source component,A-72951032 *,
2018-08,CVE-2018-11258,05,Qualcomm closed-source,N/A,High,Closed-source component,A-72951054 *,
2018-09,CVE-2018-9466,01,Android Runtime,RCE,High,,A-62151041,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-09,CVE-2018-9467,01,Android Runtime,EoP,High,,A-110955991,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9"
2018-09,CVE-2018-9469,01,Framework,EoP,High,,A-109824443,"7.1.1, 7.1.2, 8.0, 8.1, 9"
